sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,25 - 45,Caucasian,None,None,None,None,M,Viol Injunct Domestic Violence,0
Male,Less than 25,African-American,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Other,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,None,F,Aggravated Assault W/Dead Weap,0
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,M,Assault,0
Male,25 - 45,Other,None,None,None,1 to 5,F,Felony Battery (Dom Strang),0
Female,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Possession Burglary Tools,0
Female,25 - 45,Hispanic,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,None,F,Forging Bank Bills/Promis Note,0
Male,Less than 25,African-American,None,2+,None,1 to 5,F,Poss Pyrrolidinovalerophenone,1
Male,25 - 45,Hispanic,None,None,None,None,M,Battery,0
Male,25 - 45,Other,None,None,None,None,M,Battery,0
Female,Less than 25,Caucasian,None,None,1 to 2,None,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Aggravated Assault W/dead Weap,0
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,Battery,1
Male,Less than 25,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Female,Less than 25,African-American,None,None,None,None,F,Driving While License Revoked,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,African-American,None,None,1 to 2,1 to 5,M,Battery,0
Female,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,1 to 4,None,None,1 to 5,F,"Poss3,4 Methylenedioxymethcath",1
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,arrest case no charge,1
Female,Less than 25,Other,1 to 4,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Felony/Driving Under Influence,0
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,1
Male,Greater than 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,None,F,Burglary Structure Unoccup,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Female,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,None,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Tamper With Witness/Victim/CI,1
Female,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Female,Less than 25,African-American,None,None,None,None,F,Aggravated Assault W/Dead Weap,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,Disorderly Intoxication,0
Male,25 - 45,African-American,1 to 4,1 to 2,None,5+ to 15,F,Robbery / No Weapon,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Battery on Law Enforc Officer,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Cannabis,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Felony Driving While Lic Suspd,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,1 to 4,None,None,15+ to 25,F,Felony Petit Theft,1
Female,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Female,25 - 45,Hispanic,None,None,None,None,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Throw Deadly Missile Into Veh,1
Male,25 - 45,African-American,1 to 4,None,None,1 to 5,F,Aggravated Battery / Pregnant,0
Male,Less than 25,African-American,None,None,1 to 2,None,M,Unlaw Use False Name/Identity,1
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,Poss Cocaine/Intent To Del/Sel,0
Male,25 - 45,Caucasian,None,None,None,None,F,Resist Officer w/Violence,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Aggravated Assault W/dead Weap,0
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Aggravated Battery / Pregnant,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Battery on Law Enforc Officer,0
Male,Greater than 45,Other,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Hispanic,None,None,None,1 to 5,M,Exposes Culpable Negligence,0
Female,25 - 45,Caucasian,None,None,None,None,M,Disorderly Intoxication,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Female,Less than 25,African-American,None,None,None,None,F,"Poss3,4 Methylenedioxymethcath",0
Female,25 - 45,African-American,None,None,None,1 to 5,F,Use Scanning Device to Defraud,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,None,M,Driving Under The Influence,1
Male,Less than 25,Hispanic,None,None,None,None,M,Battery,0
Male,Less than 25,Caucasian,None,None,None,None,F,Leaving the Scene of Accident,0
Female,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Aggravated Battery / Pregnant,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,False Ownership Info/Pawn Item,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Uttering a Forged Instrument,1
Male,25 - 45,Other,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,None,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,Greater than 45,African-American,None,None,None,15+ to 25,M,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,M,Operating W/O Valid License,1
Male,25 - 45,Caucasian,None,None,None,None,F,Crimin Mischief Damage $1000+,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Felony Petit Theft,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Fleeing or Eluding a LEO,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Burglary Unoccupied Dwelling,0
Male,Less than 25,Caucasian,None,1 to 2,1 to 2,1 to 5,F,"Poss3,4 Methylenedioxymethcath",1
Male,25 - 45,Caucasian,None,None,None,None,F,Aggravated Battery / Pregnant,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,Less than 25,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,Caucasian,None,None,1 to 2,1 to 5,F,Felony Battery (Dom Strang),1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Female,Less than 25,Caucasian,None,None,None,None,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,Caucasian,None,None,None,None,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,1
Male,Less than 25,African-American,1 to 4,None,1 to 2,1 to 5,F,arrest case no charge,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,Aggravated Assault W/Dead Weap,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession of Cannabis,0
Male,Less than 25,Caucasian,None,None,None,None,M,Battery,0
Male,Greater than 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,Less than 25,Other,None,None,1 to 2,None,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Possess Cannabis/20 Grams Or Less,1
Female,Greater than 45,African-American,None,None,None,15+ to 25,F,Possession of Cocaine,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Ethylone,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Agg Battery Grt/Bod/Harm,1
Female,25 - 45,Native American,None,None,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Felony Petit Theft,1
Male,25 - 45,African-American,1 to 4,1 to 2,None,5+ to 15,F,Aggravated Battery,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession Of Alprazolam,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Felony DUI (level 3),0
Male,25 - 45,African-American,None,None,None,None,F,Aggravated Assault w/Firearm,0
Male,Less than 25,African-American,1 to 4,2+,1 to 2,5+ to 15,F,Driving While License Revoked,0
Male,Greater than 45,African-American,None,None,None,25+,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,Felony Battery w/Prior Convict,1
Female,Less than 25,African-American,1 to 4,None,None,5+ to 15,F,arrest case no charge,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,African-American,None,None,None,5+ to 15,M,DUI Level 0.15 Or Minor In Veh,1
Male,Less than 25,Caucasian,None,None,1 to 2,1 to 5,M,Resist/Obstruct W/O Violence,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Fraudulent Use of Credit Card,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,Less than 25,Hispanic,None,None,None,None,F,"Poss 3,4 MDMA (Ecstasy)",0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Drivg While Lic Suspd/Revk/Can,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cannabis,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Burglary Dwelling Occupied,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Burglary Dwelling Assault/Batt,1
Male,25 - 45,Asian,None,None,None,None,F,Burglary Structure Unoccup,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,F,Possession Burglary Tools,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,Driving Under The Influence,0
Female,Less than 25,Caucasian,None,None,1 to 2,5+ to 15,F,Poss Contr Subst W/o Prescript,1
Male,Less than 25,Caucasian,None,None,2+,1 to 5,M,Assault,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,arrest case no charge,0
Male,Greater than 45,Asian,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Cash Item w/Intent to Defraud,0
Female,25 - 45,Caucasian,None,None,None,None,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,Greater than 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,False Ownership Info/Pawn Item,1
Female,Greater than 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,None,None,None,None,F,Tampering With Physical Evidence,0
Female,Less than 25,Hispanic,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Opert With Susp DL 2nd Offens,1
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,Aggravated Assault W/Dead Weap,1
Male,Greater than 45,Hispanic,None,None,None,15+ to 25,F,False Bomb Report,0
Male,Greater than 45,African-American,None,None,None,25+,F,Crimin Mischief Damage $1000+,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Tampering With Physical Evidence,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Female,25 - 45,African-American,None,None,None,5+ to 15,M,Susp Drivers Lic 1st Offense,0
Male,Greater than 45,Other,None,None,None,5+ to 15,F,Aggravated Assault w/Firearm,0
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,Greater than 45,Caucasian,None,None,None,None,M,Leave Accd/Attend Veh/Less $50,0
Male,25 - 45,Hispanic,None,None,None,5+ to 15,M,Battery,0
Male,25 - 45,Other,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Burglary Conveyance Unoccup,0
Male,25 - 45,Other,None,None,None,None,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Poss Contr Subst W/o Prescript,1
Male,Less than 25,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Agg Battery Grt/Bod/Harm,1
Male,Greater than 45,African-American,None,None,None,None,M,Battery,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Fail Register Vehicle,0
Male,Less than 25,African-American,None,None,None,None,F,Possession of Ethylone,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,Less than 25,Caucasian,None,None,None,None,F,Agg Battery Grt/Bod/Harm,0
Male,Less than 25,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,1 to 2,1 to 2,5+ to 15,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,None,1 to 2,None,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,None,None,F,Trespassing/Construction Site,0
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,Less than 25,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Other,None,None,None,1 to 5,F,Crim Use of Personal ID Info,0
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cannabis,0
Male,25 - 45,Hispanic,1 to 4,1 to 2,None,15+ to 25,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Drivg While Lic Suspd/Revk/Can,1
Male,Less than 25,Caucasian,None,None,1 to 2,5+ to 15,M,Viol Injunct Domestic Violence,1
Male,Less than 25,Caucasian,1 to 4,None,2+,5+ to 15,F,Possession of Cocaine,1
Male,Less than 25,Hispanic,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Aggrav Battery w/Deadly Weapon,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,DUI Level 0.15 Or Minor In Veh,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Possession Of Alprazolam,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Reckless Driving,0
Male,25 - 45,African-American,None,None,None,None,F,Consp Traff Oxycodone 28g><30k,0
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,Possession of Cannabis,0
Female,Greater than 45,Hispanic,None,None,None,1 to 5,F,Unemployment Compensatn Fraud,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Felony Petit Theft,0
Male,25 - 45,African-American,None,None,1 to 2,1 to 5,F,Grand Theft (Motor Vehicle),0
Female,Greater than 45,Other,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,African-American,None,2+,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,None,F,Burglary Dwelling Assault/Batt,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Sexual Battery / Vict 12 Yrs +,0
Male,25 - 45,African-American,4+,None,1 to 2,15+ to 25,F,Aggravated Battery / Pregnant,1
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Agg Fleeing and Eluding,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Neglect Child / No Bodily Harm,0
Male,Less than 25,Hispanic,None,None,None,5+ to 15,F,Possession of Cannabis,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Criminal Mischief Damage <$200,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Battery,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
