,NN,NG,KNN,Final,two_year_recid
4375,0,0,0,1,0
4376,0,0,0,0,0
4377,1,1,1,1,1
4378,0,0,0,0,0
4379,1,0,0,1,0
4380,0,0,0,0,0
4381,1,0,1,1,0
4382,0,0,1,1,0
4383,0,0,0,0,0
4384,1,1,1,1,1
4385,0,0,1,0,0
4386,0,0,0,1,0
4387,0,0,0,1,0
4388,0,0,0,0,0
4389,0,0,0,0,0
4390,0,0,0,0,1
4391,0,0,0,0,0
4392,0,0,0,1,0
4393,0,0,1,1,1
4394,0,0,0,1,0
4395,0,0,0,0,0
4396,0,0,0,1,0
4397,1,1,1,0,1
4398,0,0,0,0,0
4399,0,0,0,0,0
4400,0,0,1,0,1
4401,0,0,0,1,1
4402,0,0,0,0,1
4403,0,0,1,1,0
4404,1,1,1,1,1
4405,1,0,1,1,1
4406,0,0,0,0,0
4407,0,0,0,0,0
4408,0,0,0,0,1
4409,0,0,0,1,0
4410,0,0,0,1,1
4411,0,0,1,1,1
4412,0,0,0,1,1
4413,1,1,1,1,1
4414,0,0,0,1,0
4415,0,0,0,0,0
4416,0,0,0,1,0
4417,1,1,1,1,1
4418,0,0,0,0,0
4419,0,0,0,0,0
4420,0,0,0,1,0
4421,0,0,0,1,0
4422,1,1,1,1,1
4423,0,0,0,1,0
4424,0,1,0,0,0
4425,0,0,0,0,0
4426,0,0,0,0,0
4427,1,0,0,0,0
4428,1,1,1,1,1
4429,0,0,0,0,0
4430,0,0,1,0,0
4431,1,0,0,1,0
4432,0,0,0,1,0
4433,0,0,1,0,0
4434,1,1,1,1,1
4435,0,0,0,1,1
4436,1,0,1,1,0
4437,1,0,1,1,0
4438,0,0,0,0,0
4439,0,0,0,1,0
4440,0,0,0,1,1
4441,0,0,0,1,1
4442,0,0,1,1,1
4443,1,0,0,1,1
4444,0,0,1,1,0
4445,0,0,1,0,0
4446,1,0,0,1,1
4447,1,0,1,1,1
4448,1,0,1,1,0
4449,0,0,0,1,0
4450,1,1,1,0,0
4451,0,0,0,0,0
4452,0,0,0,1,1
4453,0,1,1,1,1
4454,0,0,0,0,0
4455,1,1,1,1,0
4456,1,1,1,1,1
4457,0,0,1,0,1
4458,1,0,0,0,0
4459,1,0,1,1,1
4460,1,0,1,1,1
4461,0,0,0,1,0
4462,1,0,1,1,1
4463,0,0,1,1,1
4464,0,0,1,1,1
4465,1,0,0,1,1
4466,0,0,1,0,1
4467,0,0,0,0,0
4468,0,0,1,0,1
4469,1,0,1,1,1
4470,0,0,1,1,1
4471,0,0,1,0,1
4472,0,0,0,0,0
4473,0,0,0,1,0
4474,0,0,1,1,1
4475,0,0,1,1,1
4476,1,0,1,1,0
4477,0,0,0,1,0
4478,1,0,0,1,1
4479,0,1,0,0,0
4480,1,1,0,1,0
4481,0,0,0,0,0
4482,0,0,0,1,0
4483,0,0,0,1,0
4484,0,0,0,1,1
4485,0,0,0,0,0
4486,1,1,1,1,1
4487,0,0,0,1,0
4488,0,0,1,1,0
4489,0,0,0,0,1
4490,1,1,1,1,1
4491,0,0,0,0,0
4492,0,0,0,0,1
4493,1,0,1,0,1
4494,0,0,0,0,0
4495,0,0,0,1,0
4496,0,0,1,0,1
4497,0,0,0,0,0
4498,0,0,0,1,0
4499,0,0,1,1,1
4500,0,0,0,1,0
4501,0,0,0,0,0
4502,0,0,0,0,0
4503,1,1,1,1,1
4504,1,1,1,1,1
4505,0,0,1,1,1
4506,0,0,0,0,0
4507,1,1,0,1,1
4508,1,0,1,0,0
4509,0,0,1,1,1
4510,1,1,1,1,0
4511,0,0,0,0,0
4512,0,0,0,0,0
4513,1,0,1,1,1
4514,0,0,1,0,1
4515,0,0,1,0,1
4516,0,0,0,1,0
4517,0,0,0,1,0
4518,1,0,1,1,1
4519,0,0,0,1,0
4520,1,1,1,0,1
4521,1,0,1,1,1
4522,0,0,1,1,0
4523,0,0,0,1,0
4524,0,0,0,0,1
4525,1,0,1,1,1
4526,0,0,0,0,0
4527,1,1,1,0,1
4528,0,0,1,1,1
4529,0,0,1,0,0
4530,0,0,1,0,1
4531,0,0,0,1,0
4532,0,0,1,1,0
4533,1,0,1,0,1
4534,1,0,0,1,1
4535,0,0,0,0,0
4536,0,0,0,1,0
4537,0,0,1,0,1
4538,0,0,0,0,0
4539,0,0,0,0,0
4540,1,1,0,0,0
4541,1,1,1,1,1
4542,1,0,1,1,1
4543,1,1,1,1,1
4544,0,0,0,0,0
4545,0,0,1,1,1
4546,0,0,0,0,0
4547,1,1,1,1,1
4548,0,0,1,1,1
4549,0,0,0,0,1
4550,0,0,0,0,0
4551,0,0,0,0,0
4552,0,0,1,1,0
4553,0,0,0,0,1
4554,0,0,0,0,0
4555,0,0,1,1,1
4556,0,0,0,0,1
4557,0,0,1,1,1
4558,0,1,1,0,1
4559,0,0,0,0,0
4560,1,1,0,1,1
4561,1,1,1,0,0
4562,0,0,0,0,0
4563,0,0,1,0,1
4564,0,0,1,1,0
4565,1,1,0,1,1
4566,1,0,1,0,1
4567,0,0,0,0,1
4568,0,0,0,1,0
4569,0,0,0,0,0
4570,0,0,0,1,0
4571,0,0,1,1,1
4572,0,0,1,0,1
4573,1,0,0,1,0
4574,1,0,0,0,0
4575,0,0,1,0,1
4576,1,0,0,1,0
4577,0,0,0,0,1
4578,1,0,1,1,1
4579,1,1,1,1,1
4580,0,0,0,1,0
4581,0,0,0,1,0
4582,1,0,1,1,0
4583,1,0,1,1,1
4584,0,0,0,0,1
4585,1,1,1,1,1
4586,0,0,1,1,1
4587,0,0,0,1,0
4588,0,0,1,1,1
4589,1,1,1,1,1
4590,0,0,0,0,0
4591,0,0,0,1,0
4592,1,0,1,1,1
4593,0,0,0,1,0
4594,0,0,1,1,1
4595,0,0,0,0,0
4596,0,0,0,0,0
4597,0,0,0,0,0
4598,0,0,0,0,0
4599,0,0,0,0,0
4600,1,0,0,0,0
4601,0,1,0,1,0
4602,1,1,0,1,0
4603,0,0,0,1,1
4604,0,0,0,0,1
4605,1,0,1,1,1
4606,1,1,1,1,1
4607,0,0,0,0,0
4608,1,0,0,0,0
4609,0,0,1,1,1
4610,0,0,1,1,1
4611,0,0,0,1,1
4612,1,0,1,1,1
4613,1,1,0,1,1
4614,1,0,1,1,0
4615,0,0,0,0,0
4616,0,0,0,1,0
4617,0,0,0,1,0
4618,1,1,1,1,1
4619,0,0,0,1,0
4620,0,0,0,0,0
4621,1,0,0,1,0
4622,0,0,1,1,0
4623,1,1,1,1,0
4624,1,0,1,1,1
4625,0,0,0,0,0
4626,1,1,1,1,1
4627,0,0,0,1,0
4628,1,0,1,1,0
4629,0,0,0,1,1
4630,1,1,1,1,1
4631,1,1,1,1,1
4632,1,1,1,1,1
4633,0,0,0,0,0
4634,1,0,0,1,0
4635,0,0,0,0,1
4636,0,0,1,1,1
4637,0,0,0,0,1
4638,1,0,0,1,0
4639,0,0,0,0,0
4640,1,0,1,1,0
4641,0,0,0,0,1
4642,0,0,1,1,0
4643,0,0,1,0,1
4644,0,0,1,1,1
4645,1,0,1,1,0
4646,0,0,0,0,0
4647,0,0,0,1,0
4648,0,0,1,1,1
4649,1,0,0,1,1
4650,0,0,0,0,0
4651,1,0,0,1,1
4652,0,0,0,1,0
4653,0,0,0,1,0
4654,0,0,0,1,0
4655,0,0,0,0,0
4656,0,0,0,0,0
4657,0,0,1,0,1
4658,1,0,1,1,0
4659,1,0,1,0,0
4660,0,0,1,1,1
4661,0,1,0,0,1
4662,0,0,0,0,0
4663,0,0,0,0,0
4664,0,0,0,0,0
4665,0,0,0,0,0
4666,1,0,1,1,1
4667,0,0,0,1,0
4668,1,0,1,1,1
4669,0,0,0,0,1
4670,1,1,1,1,1
4671,0,0,1,0,0
4672,0,0,0,1,0
4673,0,0,0,0,0
4674,1,0,0,0,0
4675,0,0,0,0,0
4676,0,0,0,0,0
4677,0,0,1,1,0
4678,0,0,0,0,0
4679,0,0,0,1,0
4680,1,0,1,1,1
4681,0,0,0,1,0
4682,1,1,0,1,0
4683,1,0,1,0,1
4684,0,0,0,0,0
4685,0,0,0,0,0
4686,1,1,1,1,1
4687,0,0,0,0,0
4688,0,0,1,1,1
4689,0,0,0,0,1
4690,0,0,0,0,0
4691,1,0,0,0,1
4692,0,0,0,0,0
4693,0,0,0,0,0
4694,1,0,1,0,1
4695,0,0,0,1,0
4696,1,0,1,0,0
4697,0,0,0,0,0
4698,0,0,0,0,0
4699,0,0,1,0,0
4700,0,0,0,0,1
4701,1,0,1,1,1
4702,0,0,1,1,0
4703,1,0,0,1,1
4704,1,0,0,1,1
4705,1,1,1,1,1
4706,1,0,0,1,0
4707,0,0,0,0,0
4708,0,0,0,1,0
4709,0,0,1,1,1
4710,0,0,0,0,0
4711,0,0,0,1,1
4712,1,1,1,1,1
4713,0,0,1,1,1
4714,0,0,0,1,0
4715,1,1,0,1,1
4716,0,0,0,0,0
4717,1,1,1,1,1
4718,0,0,0,0,0
4719,1,0,0,0,0
4720,0,0,0,0,0
4721,0,0,0,1,0
4722,0,0,0,1,0
4723,0,0,0,1,1
4724,0,0,0,0,0
4725,1,1,1,0,1
4726,0,0,0,0,0
4727,0,0,1,0,1
4728,1,0,1,1,1
4729,1,0,1,0,0
4730,0,0,0,1,1
4731,0,0,0,0,0
4732,0,0,0,1,0
4733,0,0,1,0,1
4734,1,0,1,1,1
4735,1,0,0,0,1
4736,1,0,1,1,1
4737,1,0,0,0,1
4738,1,0,1,1,1
4739,1,0,1,1,0
4740,0,0,0,1,1
4741,0,0,0,0,0
4742,0,0,1,1,1
4743,0,0,0,1,0
4744,0,0,0,1,0
4745,1,1,0,1,0
4746,0,0,0,1,0
4747,0,0,0,1,0
4748,1,1,1,1,0
4749,0,0,0,1,0
4750,0,0,0,0,0
4751,1,0,1,1,1
4752,0,0,0,0,1
4753,1,1,1,1,1
4754,0,0,0,0,0
4755,0,0,1,0,0
4756,1,0,0,0,0
4757,1,0,1,1,1
4758,0,0,0,0,0
4759,0,0,1,0,1
4760,1,1,1,1,1
4761,0,0,0,1,0
4762,1,1,1,1,0
4763,1,1,1,1,0
4764,1,1,1,1,1
4765,0,0,0,0,0
4766,0,0,0,1,0
4767,1,1,1,1,1
4768,1,0,0,0,0
4769,0,0,0,1,1
4770,1,1,1,1,1
4771,0,0,0,1,0
4772,0,0,0,0,1
4773,0,0,1,0,1
4774,1,0,1,1,0
4775,0,0,0,1,0
4776,1,1,1,1,1
4777,0,0,1,0,1
4778,0,0,0,0,0
4779,1,0,0,0,0
4780,1,0,0,0,0
4781,0,0,1,1,1
4782,1,1,1,1,1
4783,0,0,0,1,0
4784,0,0,1,1,1
4785,1,1,0,1,1
4786,0,0,0,1,0
4787,1,0,0,1,0
4788,0,0,0,1,0
4789,1,0,1,1,1
4790,0,0,1,1,1
4791,0,0,1,0,1
4792,0,0,1,0,1
4793,1,1,1,1,1
4794,1,0,1,0,1
4795,0,0,1,0,0
4796,1,1,1,1,1
4797,0,0,1,0,1
4798,0,0,1,1,1
4799,0,0,1,0,1
4800,0,0,0,0,1
4801,0,0,0,0,0
4802,1,0,1,1,1
4803,1,0,1,1,1
4804,0,0,1,1,0
4805,0,0,0,0,0
4806,0,0,0,0,0
4807,0,0,0,0,0
4808,0,0,0,1,0
4809,0,0,0,0,1
4810,0,0,0,1,0
4811,1,0,0,0,0
4812,0,0,0,0,0
4813,0,0,0,0,0
4814,1,0,1,1,1
4815,1,0,0,0,0
4816,0,0,0,0,0
4817,0,0,1,1,1
4818,0,0,0,1,0
4819,1,1,0,1,1
4820,1,0,1,0,1
4821,0,0,0,0,1
4822,0,0,1,0,0
4823,1,0,1,1,1
4824,1,0,1,1,1
4825,1,0,0,0,0
4826,0,0,0,1,1
4827,1,0,1,1,1
4828,1,1,1,1,0
4829,0,0,0,0,0
4830,0,0,1,1,1
4831,0,0,0,0,0
4832,0,0,0,0,1
4833,0,0,0,0,0
4834,1,1,1,1,1
4835,0,0,0,0,0
4836,0,0,0,1,0
4837,0,0,0,0,0
4838,1,1,1,1,1
4839,1,0,1,1,1
4840,1,0,1,1,1
4841,1,0,0,0,1
4842,0,0,0,1,1
4843,0,0,0,1,0
4844,1,0,0,1,0
4845,0,0,1,1,1
4846,1,0,1,1,1
4847,0,0,0,0,0
4848,0,0,0,0,0
4849,1,0,1,1,0
4850,0,0,1,0,1
4851,0,0,0,0,0
4852,1,0,0,0,0
4853,0,0,1,0,1
4854,0,0,0,0,0
4855,0,0,0,1,0
4856,1,1,0,1,0
4857,1,0,1,1,0
4858,0,0,1,0,1
4859,1,0,0,0,0
4860,1,0,1,0,0
4861,0,0,0,0,0
4862,1,1,1,1,1
4863,0,0,0,0,1
4864,1,1,0,0,0
4865,0,0,0,1,0
4866,0,0,0,1,1
4867,0,0,1,0,0
4868,0,0,0,1,0
4869,0,0,1,1,1
4870,0,0,0,0,0
4871,0,0,1,1,0
4872,0,0,0,1,0
4873,1,1,0,1,1
4874,1,1,0,1,1
4875,0,0,0,0,0
4876,0,0,1,0,1
4877,0,0,0,1,0
4878,1,0,1,1,1
4879,1,1,1,1,1
4880,0,0,1,0,1
4881,0,0,0,0,1
4882,1,1,1,1,1
4883,0,0,0,1,0
4884,0,0,0,0,0
4885,0,0,0,0,0
4886,0,0,0,1,1
4887,1,0,1,1,1
4888,0,0,0,0,0
4889,0,0,1,0,0
4890,0,0,0,1,0
4891,1,0,0,1,0
4892,0,0,1,1,1
4893,0,0,0,0,0
4894,0,0,0,1,0
4895,1,0,1,0,1
4896,0,0,0,0,1
4897,1,0,1,1,1
4898,0,0,0,0,1
4899,0,0,0,0,0
4900,0,0,1,1,1
4901,0,0,1,0,0
4902,0,0,1,1,1
4903,0,0,0,1,0
4904,0,0,0,0,0
4905,1,0,1,0,1
4906,0,0,1,0,0
4907,0,0,0,1,0
4908,1,0,1,1,1
4909,0,0,0,0,0
4910,0,0,0,0,0
4911,0,0,0,0,0
4912,1,0,1,1,1
4913,1,0,1,0,1
4914,0,0,0,0,0
4915,1,0,0,0,1
4916,0,0,1,0,1
4917,0,0,0,0,0
4918,0,0,0,1,0
4919,0,0,0,0,0
4920,1,0,1,1,1
4921,0,0,0,0,1
4922,0,0,1,0,0
4923,1,0,0,0,0
4924,0,0,1,1,1
4925,0,0,0,1,0
4926,1,0,1,0,1
4927,0,0,0,0,1
4928,0,0,1,1,1
4929,0,0,0,0,0
4930,0,0,1,1,1
4931,0,0,0,1,0
4932,1,0,1,1,1
4933,0,0,0,1,0
4934,0,0,0,1,1
4935,1,1,1,0,1
4936,1,1,0,1,0
4937,1,1,1,0,0
4938,0,0,0,1,0
4939,0,0,1,1,0
4940,0,0,0,0,1
4941,0,0,1,0,1
4942,0,0,0,1,0
4943,0,0,0,0,0
4944,0,0,0,0,0
4945,1,0,0,1,0
4946,1,0,1,0,1
4947,1,0,0,1,0
4948,0,0,1,0,0
4949,0,0,1,0,0
4950,1,0,0,1,0
4951,0,0,0,1,0
4952,0,1,0,1,0
4953,0,0,0,1,0
4954,0,0,1,0,0
4955,0,0,0,1,1
4956,1,1,1,1,1
4957,0,0,1,1,0
4958,0,0,0,0,1
4959,0,0,0,1,0
4960,0,0,0,1,0
4961,0,0,1,0,1
4962,0,0,1,1,1
4963,0,0,0,0,0
4964,0,0,0,1,0
4965,1,0,1,1,1
4966,1,1,1,1,1
4967,1,0,1,0,1
4968,1,1,1,1,1
4969,0,0,0,0,1
4970,0,0,0,0,0
4971,1,1,0,1,0
4972,0,0,0,0,0
4973,1,1,1,1,1
4974,0,0,0,1,0
4975,0,0,0,1,0
4976,0,0,0,0,1
4977,1,0,1,1,1
4978,0,0,0,1,0
4979,1,1,1,1,1
4980,0,0,1,0,1
4981,0,0,0,0,0
4982,0,0,0,0,0
4983,0,0,0,1,0
4984,0,0,0,0,0
4985,1,1,1,1,1
4986,1,1,1,1,1
4987,0,0,0,1,1
4988,1,0,0,0,1
4989,0,0,0,1,0
4990,0,0,0,0,0
4991,0,0,0,1,0
4992,1,0,0,1,0
4993,0,0,0,1,1
4994,0,0,0,1,0
4995,0,0,1,0,1
4996,1,1,1,1,0
4997,1,0,1,1,0
4998,0,0,0,0,1
4999,0,0,0,0,0
5000,0,0,0,0,0
5001,0,0,1,1,1
5002,0,0,0,1,1
5003,0,0,0,0,0
5004,1,1,1,1,1
5005,1,0,1,1,1
5006,0,0,0,0,0
5007,0,0,0,1,0
5008,0,0,0,1,0
5009,0,0,1,1,0
5010,0,0,1,0,0
5011,0,0,0,1,0
5012,1,1,0,1,1
5013,0,0,0,0,0
5014,0,0,0,0,0
5015,0,0,0,1,0
5016,0,0,0,1,0
5017,1,0,1,1,1
5018,0,0,0,0,0
5019,0,0,0,0,0
5020,0,0,0,0,1
5021,1,0,1,1,1
5022,0,1,0,0,1
5023,0,0,0,1,0
5024,1,1,1,1,1
5025,0,0,1,0,1
5026,0,0,0,1,0
5027,0,0,0,1,0
5028,0,0,0,1,0
5029,0,0,1,1,1
5030,0,0,0,0,0
5031,0,0,0,1,0
5032,0,0,0,1,0
5033,1,0,1,1,1
5034,1,1,1,1,1
5035,0,0,0,0,0
5036,1,0,1,1,1
5037,0,0,1,0,0
5038,0,0,0,0,0
5039,1,1,1,1,1
5040,0,0,0,1,1
5041,1,0,1,1,1
5042,0,0,1,1,1
5043,0,0,0,1,0
5044,0,0,0,0,0
5045,0,0,0,0,0
5046,0,0,0,1,1
5047,1,0,1,1,1
5048,1,0,1,1,0
5049,0,0,0,0,0
5050,0,0,1,0,1
5051,1,1,0,1,1
5052,0,0,1,0,1
5053,0,0,0,1,1
5054,0,0,1,1,1
5055,0,0,0,1,0
5056,0,0,0,1,0
5057,0,0,0,0,0
5058,1,1,1,1,1
5059,0,0,0,0,0
5060,0,0,0,1,1
5061,0,0,0,1,1
5062,0,0,1,1,1
5063,0,0,0,0,1
5064,0,0,0,0,0
5065,0,0,0,0,0
5066,0,0,0,1,0
5067,0,0,1,0,0
5068,1,1,0,1,0
5069,0,0,1,1,1
5070,1,0,1,1,1
5071,0,0,0,1,1
5072,0,0,0,0,0
5073,0,0,0,1,0
5074,1,0,1,1,1
5075,0,0,0,0,0
5076,0,0,0,1,1
5077,1,0,0,1,1
5078,0,0,0,0,0
5079,0,0,1,1,1
5080,1,0,0,0,1
5081,0,0,1,1,1
5082,0,0,1,1,1
5083,0,0,0,1,0
5084,1,1,1,1,1
5085,1,0,1,1,1
5086,0,0,0,1,0
5087,1,1,1,1,0
5088,1,0,1,0,1
5089,1,0,1,1,1
5090,0,0,0,0,0
5091,0,1,1,1,1
5092,1,1,1,0,1
5093,1,1,1,1,1
5094,0,0,0,1,0
5095,1,0,1,1,1
5096,1,1,1,1,1
5097,0,0,1,1,1
5098,1,0,1,1,0
5099,1,1,0,1,1
5100,0,1,1,1,0
5101,0,0,1,1,1
5102,0,0,0,1,1
5103,1,1,1,1,1
5104,0,0,0,0,0
5105,0,0,1,1,1
5106,0,0,0,1,0
5107,1,1,1,1,1
5108,0,0,0,0,1
5109,0,0,0,0,1
5110,0,0,1,1,0
5111,1,1,1,1,1
5112,1,0,0,1,0
5113,0,0,1,0,1
5114,0,0,0,1,0
5115,0,0,0,0,0
5116,1,1,1,0,1
5117,0,0,1,1,1
5118,0,0,0,1,0
5119,0,0,1,0,1
5120,1,0,1,1,1
5121,0,0,1,1,1
5122,1,0,1,1,1
5123,0,0,0,1,0
5124,1,0,1,1,1
5125,0,0,0,0,0
5126,0,0,0,1,1
5127,1,0,0,0,0
5128,0,0,0,1,0
5129,0,0,0,1,0
5130,1,0,1,0,1
5131,0,0,0,1,0
5132,0,0,0,0,0
5133,1,1,1,1,1
5134,0,0,0,1,0
5135,0,0,1,0,1
5136,0,0,0,1,1
5137,0,0,1,1,1
5138,1,0,1,1,1
5139,0,0,0,1,1
5140,0,0,0,0,0
5141,1,1,1,1,1
5142,0,0,0,1,0
5143,0,0,0,0,0
5144,0,0,1,0,1
5145,0,0,0,0,0
5146,1,0,1,1,1
5147,0,0,1,0,1
5148,1,0,1,1,1
5149,0,0,1,0,0
5150,0,0,0,0,0
5151,1,1,1,1,1
5152,0,0,0,0,1
5153,1,0,0,1,0
5154,0,0,1,1,1
5155,1,0,0,1,0
5156,0,0,0,0,0
5157,0,0,1,1,1
5158,0,0,0,0,1
5159,0,0,1,1,0
5160,1,0,0,1,1
5161,1,0,1,1,1
5162,0,0,0,0,0
5163,0,0,0,0,0
5164,0,0,1,0,0
5165,0,0,0,0,0
5166,0,0,1,0,1
5167,1,1,1,1,1
5168,0,0,1,1,0
5169,1,0,0,1,0
5170,1,0,1,1,1
5171,0,0,1,1,0
5172,0,0,0,0,0
5173,0,0,0,0,0
5174,0,0,0,1,0
5175,1,1,1,1,0
5176,1,1,1,1,1
5177,0,0,1,1,0
5178,1,0,0,1,0
5179,0,0,0,1,1
5180,0,0,0,0,0
5181,0,0,0,1,0
5182,1,0,1,1,1
5183,0,0,1,1,0
5184,0,0,0,1,0
5185,0,0,0,0,0
5186,0,0,1,1,1
5187,0,0,1,1,1
5188,0,0,0,0,0
5189,0,0,0,1,0
5190,1,0,1,1,0
5191,0,0,0,1,0
5192,0,0,0,1,0
5193,0,0,0,0,0
5194,0,0,0,0,0
5195,0,0,0,0,0
5196,1,0,1,1,1
5197,0,0,0,0,0
5198,0,0,0,1,1
5199,0,0,0,1,0
5200,0,0,0,0,0
5201,0,0,1,0,0
5202,1,1,1,1,1
5203,1,1,1,1,1
5204,0,0,1,0,0
5205,1,0,1,0,1
5206,0,0,0,0,0
5207,0,0,1,1,0
5208,0,0,1,0,1
5209,1,1,1,1,1
5210,1,0,1,1,1
5211,0,0,0,0,0
5212,1,1,1,1,1
5213,1,1,0,1,0
5214,0,0,1,0,0
5215,0,0,0,0,0
5216,0,0,1,1,1
5217,1,1,1,1,1
5218,1,1,1,1,1
5219,1,0,1,1,1
5220,1,1,0,1,0
5221,1,1,1,1,1
5222,0,0,0,0,1
5223,1,0,0,1,1
5224,1,1,1,1,1
5225,0,0,0,1,1
5226,0,0,1,0,0
5227,0,0,0,0,0
5228,1,1,0,1,1
5229,1,0,0,1,0
5230,0,0,0,1,0
5231,1,1,1,1,1
5232,0,0,0,1,0
5233,0,0,1,1,1
5234,1,0,1,1,1
5235,1,0,1,1,1
5236,0,0,0,1,0
5237,0,0,0,1,0
5238,1,0,1,1,1
5239,0,0,0,1,0
5240,0,0,1,0,1
5241,0,0,0,0,1
5242,0,0,0,0,1
5243,0,0,1,0,1
5244,1,0,1,1,1
5245,0,0,1,1,1
5246,0,0,0,1,0
5247,1,1,1,1,1
5248,0,0,0,1,0
5249,0,0,0,1,0
5250,0,0,0,1,0
5251,0,0,0,0,0
5252,1,0,0,1,1
5253,0,0,0,0,0
5254,1,0,0,1,1
5255,1,1,1,1,1
5256,1,1,1,1,0
5257,0,0,1,0,0
5258,0,0,1,0,0
5259,0,0,0,0,0
5260,0,0,1,1,1
5261,1,0,1,1,1
5262,0,0,0,0,0
5263,0,0,0,1,0
5264,0,0,0,1,0
5265,0,0,0,0,0
5266,1,0,1,1,0
5267,1,1,1,1,1
5268,0,0,0,0,0
5269,1,0,1,1,1
5270,1,0,1,0,1
5271,1,0,1,1,0
5272,1,0,0,1,0
5273,1,1,1,1,1
5274,0,0,0,0,0
5275,1,0,1,1,0
5276,0,0,0,1,0
5277,0,0,1,0,1
5278,0,0,1,1,1
5279,0,0,0,0,0
5280,1,0,1,1,1
5281,0,0,1,1,1
5282,0,0,1,0,1
5283,0,0,1,0,1
5284,0,0,0,1,0
5285,0,0,0,1,0
5286,1,0,1,1,1
5287,1,0,1,1,1
5288,0,0,0,0,0
5289,0,0,1,0,0
5290,0,0,1,1,1
5291,1,1,1,1,0
5292,1,1,0,1,1
5293,0,0,1,0,1
5294,0,0,0,1,0
5295,0,0,0,0,0
5296,1,0,1,1,1
5297,0,0,0,0,0
5298,1,1,1,1,1
5299,1,1,1,1,1
5300,0,0,0,1,0
5301,1,0,0,0,0
5302,0,0,0,0,1
5303,0,0,0,1,0
5304,1,0,0,0,0
5305,1,1,0,1,0
5306,0,0,0,1,0
5307,0,0,1,1,1
5308,0,0,1,0,0
5309,1,1,1,1,1
5310,1,0,1,1,1
5311,0,0,0,1,0
5312,1,1,0,1,0
5313,0,0,1,1,1
5314,0,0,1,1,1
5315,0,0,0,0,1
5316,0,0,1,0,1
5317,0,0,0,0,0
5318,0,0,0,0,0
5319,1,1,1,1,1
5320,1,0,1,1,0
5321,1,0,1,1,1
5322,0,0,0,0,0
5323,0,0,1,1,1
5324,0,0,0,0,0
5325,1,1,0,1,1
5326,0,0,0,1,0
5327,1,0,1,1,0
5328,0,0,0,1,0
5329,0,0,0,0,0
5330,0,0,0,1,0
5331,0,0,1,1,0
5332,0,0,0,0,0
5333,0,0,1,0,0
5334,0,0,0,0,0
5335,0,0,0,0,0
5336,0,0,0,1,0
5337,0,0,0,0,1
5338,1,0,0,1,0
5339,0,0,1,0,1
5340,0,0,0,0,0
5341,0,0,0,0,0
5342,0,0,0,0,1
5343,0,0,1,1,1
5344,0,0,0,1,0
5345,0,0,0,0,1
5346,0,0,1,1,0
5347,0,0,0,0,1
5348,0,0,1,1,1
5349,0,0,0,0,1
5350,0,0,1,1,1
5351,1,0,0,0,0
5352,0,0,0,1,0
5353,1,0,0,1,1
5354,0,0,1,0,0
5355,1,0,1,1,1
5356,1,1,1,1,0
5357,0,0,1,1,1
5358,0,0,0,0,1
5359,0,0,0,1,1
5360,1,0,1,1,1
5361,1,1,1,1,0
5362,0,0,1,1,1
5363,0,0,1,0,1
5364,1,0,0,1,0
5365,0,0,0,1,0
5366,0,0,0,0,0
5367,0,0,0,0,0
5368,0,1,1,1,1
5369,0,0,0,0,0
5370,0,0,1,0,0
5371,0,0,1,0,0
5372,0,0,0,0,0
5373,0,0,1,0,1
5374,0,0,0,0,0
5375,1,0,1,1,1
5376,1,1,1,1,0
5377,0,0,0,1,0
5378,0,0,0,0,0
5379,0,0,1,0,1
5380,0,0,0,0,0
5381,1,0,1,1,0
5382,1,0,0,1,1
5383,1,0,1,1,1
5384,0,0,0,0,0
5385,0,0,0,1,0
5386,1,1,1,1,0
5387,0,0,0,0,0
5388,0,0,0,1,0
5389,0,0,0,0,0
5390,1,0,1,0,0
5391,1,0,1,1,1
5392,1,0,0,1,1
5393,1,1,1,1,1
5394,0,0,1,0,0
5395,0,0,0,0,0
5396,0,0,0,1,0
5397,1,1,1,1,1
5398,1,0,0,1,0
5399,1,0,1,1,1
5400,0,0,0,0,0
5401,1,0,0,1,1
5402,1,0,0,0,0
5403,0,0,0,1,1
5404,0,0,0,1,0
5405,0,0,1,0,1
5406,0,0,0,1,0
5407,1,0,1,0,0
5408,0,0,0,1,1
5409,1,0,0,1,0
5410,1,1,1,1,1
5411,0,0,0,0,0
5412,0,0,0,1,1
5413,0,0,0,1,0
5414,1,0,0,1,0
5415,0,0,0,0,0
5416,1,1,1,1,1
5417,0,0,0,1,1
5418,1,1,1,1,1
5419,1,0,1,1,1
5420,1,1,1,1,1
5421,1,0,0,1,0
5422,0,0,1,0,0
5423,1,1,1,1,1
5424,0,0,0,0,0
5425,1,1,1,1,1
5426,0,0,0,0,0
5427,0,0,0,1,0
5428,0,0,0,0,0
5429,0,0,0,1,0
5430,1,0,1,0,0
5431,1,0,1,1,0
5432,1,1,1,1,1
5433,0,0,0,1,0
5434,1,1,1,1,1
5435,1,1,0,1,0
5436,0,0,0,0,0
5437,0,0,0,0,0
5438,0,0,1,0,1
5439,1,0,1,1,0
5440,1,1,1,1,1
5441,1,0,1,1,1
5442,0,0,0,1,0
5443,0,0,0,0,0
5444,0,0,0,0,1
5445,0,0,1,1,1
5446,1,1,1,1,1
5447,1,1,1,1,1
5448,1,0,1,0,1
5449,1,1,1,1,1
